match_id,round,team,team_id,is_home,player,player_id,position,substitute,minutesPlayed,rating,expectedGoals,expectedAssists,goals,goalAssist,totalShots,shotOffTarget,onTargetScoringAttempt,touches,totalPass,accuratePass,keyPass,totalLongBalls,accurateLongBalls,totalCross,accurateCross,duelWon,duelLost,aerialWon,aerialLost,totalTackle,wonTackle,interceptionWon,totalClearance,ballRecovery,possessionLostCtrl,fouls,wasFouled,dribbleValueNormalized,totalProgression,progressiveBallCarriesCount,saves,goalsPrevented
13981750,1,Widzew Łódź,3115,True,Rafał Gikiewicz,44938,G,False,90.0,7.5,,0.00093908,,0.0,0,,,54.0,44.0,38.0,,12.0,7.0,,,1.0,,1.0,,,,,,10.0,6.0,,1.0,,,,2.0,0.124
13981750,1,Widzew Łódź,3115,True,Peter Therkildsen,851161,D,False,76.0,7.2,,0.595272,,1.0,0,,,33.0,18.0,14.0,3.0,4.0,1.0,,,4.0,4.0,1.0,,3.0,2.0,,4.0,3.0,9.0,,,,,,,
13981750,1,Widzew Łódź,3115,True,Ricardo Visus,1046322,D,False,90.0,7.5,0.0648,0.114721,,0.0,1,,,71.0,61.0,53.0,1.0,14.0,8.0,,,2.0,1.0,2.0,1.0,,,,5.0,1.0,10.0,,,,,,,
13981750,1,Widzew Łódź,3115,True,Mateusz Żyro,851245,D,False,90.0,7.4,,0.0145753,,0.0,0,,,64.0,54.0,46.0,,8.0,4.0,,,5.0,5.0,2.0,3.0,1.0,1.0,,5.0,,8.0,2.0,2.0,,,,,
13981750,1,Widzew Łódź,3115,True,Samuel Kozlovský,836687,D,False,90.0,7.3,,0.0520527,,0.0,0,,,45.0,24.0,19.0,3.0,4.0,2.0,2.0,1.0,4.0,,2.0,,2.0,1.0,,2.0,1.0,8.0,,,,,,,
13981750,1,Widzew Łódź,3115,True,Samuel Akere,1387184,M,False,62.0,7.0,0.1008,0.0583,,0.0,1,,1.0,28.0,18.0,14.0,1.0,,,,,6.0,4.0,1.0,1.0,1.0,1.0,,,3.0,8.0,1.0,2.0,,,,,
13981750,1,Widzew Łódź,3115,True,Lindon Selahi,922945,M,False,70.0,6.4,0.029,0.0102949,,0.0,2,,,45.0,33.0,29.0,,2.0,,,,3.0,3.0,,1.0,1.0,1.0,,1.0,,6.0,1.0,2.0,,,,,
13981750,1,Widzew Łódź,3115,True,Juljan Shehu,971523,M,False,90.0,8.2,0.1135,0.0368139,1.0,0.0,2,,2.0,53.0,29.0,23.0,1.0,2.0,,1.0,,14.0,7.0,1.0,4.0,4.0,1.0,1.0,2.0,7.0,9.0,1.0,6.0,,,,,
13981750,1,Widzew Łódź,3115,True,Mariusz Fornalczyk,1049444,M,False,90.0,6.6,0.0565,0.0524645,,0.0,1,,,40.0,19.0,15.0,1.0,2.0,1.0,3.0,,4.0,7.0,,,,,,,3.0,16.0,,2.0,,,,,
13981750,1,Widzew Łódź,3115,True,Fran Álvarez,965034,F,False,62.0,7.1,,0.12369,,0.0,0,,,34.0,17.0,13.0,1.0,1.0,,8.0,3.0,3.0,1.0,1.0,1.0,,,,1.0,,12.0,,2.0,,,,,
13981750,1,Widzew Łódź,3115,True,Sebastian Bergier,913575,F,False,76.0,7.0,0.3383,0.027974,,0.0,3,1.0,1.0,22.0,9.0,5.0,1.0,,,,,4.0,3.0,4.0,1.0,,,,3.0,1.0,7.0,1.0,,,,,,
13981750,1,Widzew Łódź,3115,True,Szymon Czyż,1005890,M,True,28.0,6.6,,0.00120486,,0.0,0,,,10.0,4.0,1.0,,1.0,,,,2.0,2.0,,1.0,1.0,1.0,,2.0,1.0,3.0,,1.0,,,,,
13981750,1,Widzew Łódź,3115,True,Ángel Baena,1031756,M,True,28.0,6.8,,0.0126155,,0.0,0,,,12.0,6.0,3.0,,,,2.0,,2.0,1.0,,,,,,,3.0,6.0,2.0,1.0,,,,,
13981750,1,Widzew Łódź,3115,True,Marek Hanousek,72830,M,True,20.0,7.0,0.1863,0.00029148,,0.0,2,2.0,,12.0,5.0,5.0,,1.0,1.0,,,2.0,2.0,,,2.0,2.0,,1.0,1.0,1.0,,,,,,,
13981750,1,Widzew Łódź,3115,True,Marcel Krajewski,1514873,D,True,14.0,6.8,,0.0347537,,0.0,0,,,10.0,2.0,2.0,,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,2.0,,,,,,,
13981750,1,Widzew Łódź,3115,True,Bartłomiej Pawłowski,119859,M,True,14.0,6.6,0.1701,0.0501406,,0.0,3,,,12.0,6.0,3.0,,,,,,2.0,1.0,1.0,1.0,,,,,,4.0,,1.0,,,,,
13981750,1,Widzew Łódź,3115,True,Maciej Kikolski,1133034,G,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981750,1,Widzew Łódź,3115,True,Polydefkis Volanakis,1110778,D,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981750,1,Widzew Łódź,3115,True,Dion Gallapeni,1499083,D,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981750,1,Widzew Łódź,3115,True,Kamil Cybulski,1509027,M,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981750,1,Widzew Łódź,3115,True,Leon Madej,2030973,M,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981750,1,Widzew Łódź,3115,True,Kuba Nawrocki,2179335,M,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981750,1,Widzew Łódź,3115,True,Antoni Klukowski,1597203,F,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981750,1,Zagłębie Lubin,3113,False,Dominik Hładun,335907,G,False,90.0,6.8,,3.016e-05,,0.0,0,,,30.0,19.0,17.0,,2.0,,,,,1.0,,1.0,,,,,11.0,3.0,,,,,,3.0,-0.2298
13981750,1,Zagłębie Lubin,3113,False,Josip Ćorluka,190911,D,False,90.0,6.9,0.0598,0.00740834,,0.0,1,,1.0,58.0,32.0,25.0,,3.0,2.0,2.0,,5.0,5.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,18.0,,,,,,,
13981750,1,Zagłębie Lubin,3113,False,Michał Nalepa,95351,D,False,90.0,7.2,0.0348,0.00616197,,0.0,2,1.0,1.0,47.0,37.0,31.0,,8.0,4.0,,,2.0,3.0,1.0,2.0,1.0,,1.0,4.0,4.0,6.0,1.0,,,,,,
13981750,1,Zagłębie Lubin,3113,False,Aleks Ławniczak,997532,D,False,90.0,6.9,,0.0891521,,0.0,0,,,35.0,27.0,24.0,1.0,2.0,1.0,,,3.0,5.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,,,,,,
13981750,1,Zagłębie Lubin,3113,False,Roman Yakuba,966624,D,False,90.0,7.1,0.1369,0.00675566,,0.0,1,1.0,,53.0,26.0,20.0,,5.0,,1.0,,6.0,3.0,3.0,,3.0,2.0,2.0,8.0,2.0,9.0,3.0,,,,,,
13981750,1,Zagłębie Lubin,3113,False,Filip Kocaba,1381816,M,False,72.0,6.6,0.0618,0.00561378,,0.0,1,,,28.0,19.0,15.0,,1.0,,,,2.0,3.0,1.0,,1.0,,1.0,3.0,2.0,4.0,3.0,,,,,,
13981750,1,Zagłębie Lubin,3113,False,Damian Dąbrowski,108979,M,False,90.0,7.5,,0.533844,,0.0,0,,,69.0,52.0,47.0,3.0,5.0,5.0,8.0,3.0,4.0,4.0,1.0,,2.0,2.0,,1.0,3.0,11.0,,,,,,,
13981750,1,Zagłębie Lubin,3113,False,Mateusz Wdowiak,335825,M,False,61.0,6.7,0.1786,0.00321757,,0.0,1,1.0,,24.0,15.0,9.0,,1.0,1.0,,,2.0,4.0,,1.0,1.0,,,,6.0,9.0,2.0,1.0,,,,,
13981750,1,Zagłębie Lubin,3113,False,Adam Radwański,796980,M,False,61.0,7.3,0.096,0.114603,,0.0,3,2.0,,31.0,15.0,9.0,3.0,3.0,1.0,1.0,,6.0,5.0,1.0,1.0,1.0,1.0,1.0,,3.0,8.0,3.0,2.0,,,,,
13981750,1,Zagłębie Lubin,3113,False,Kajetan Szmyt,984137,M,False,82.0,6.6,,0.0459864,,0.0,0,,,34.0,23.0,16.0,2.0,2.0,1.0,1.0,,2.0,7.0,,1.0,1.0,1.0,,,5.0,16.0,1.0,1.0,,,,,
13981750,1,Zagłębie Lubin,3113,False,Michalis Kosidis,1101775,F,False,45.0,6.5,,0.0039586,,0.0,0,,,18.0,11.0,7.0,,,,,,3.0,5.0,2.0,2.0,,,,,,9.0,,1.0,,,,,
13981750,1,Zagłębie Lubin,3113,False,Marcel Regula,1528249,F,True,45.0,6.4,0.0578,0.0120485,,0.0,1,1.0,,17.0,8.0,5.0,,1.0,,1.0,,1.0,7.0,1.0,2.0,,,,,1.0,9.0,3.0,,,,,,
13981750,1,Zagłębie Lubin,3113,False,Tomasz Pieńko,1126979,M,True,29.0,6.6,0.0401,0.00831036,,0.0,1,,,18.0,8.0,4.0,,,,,,3.0,2.0,,1.0,,,,,,7.0,,1.0,,,,,
13981750,1,Zagłębie Lubin,3113,False,Marek Mróz,942480,M,True,29.0,6.5,,0.00197549,,0.0,0,,,13.0,12.0,10.0,,1.0,1.0,,,,2.0,,,,,,,4.0,3.0,1.0,,,,,,
13981750,1,Zagłębie Lubin,3113,False,Jakub Sypek,1035100,M,True,18.0,6.4,,0.00971617,,0.0,0,,,8.0,5.0,4.0,,,,,,1.0,2.0,,,1.0,,,,,3.0,1.0,,,,,,
13981750,1,Zagłębie Lubin,3113,False,Damian Michalski,841409,D,True,8.0,7.1,,1.7e-06,,0.0,0,,,6.0,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,
13981750,1,Zagłębie Lubin,3113,False,Jasmin Burić,46136,G,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981750,1,Zagłębie Lubin,3113,False,Luka Lučić,190663,D,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981750,1,Zagłębie Lubin,3113,False,Tomasz Makowski,843377,M,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981750,1,Zagłębie Lubin,3113,False,Jakub Kolan,1405589,M,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981750,1,Zagłębie Lubin,3113,False,Mateusz Dziewiatowski,1405605,M,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981750,1,Zagłębie Lubin,3113,False,Arkadiusz Wozniak,946836,M,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981752,1,Górnik Zabrze,3110,True,Marcel Łubik,1390683,G,False,90.0,7.9,,0.00297049,,0.0,0,,,45.0,38.0,29.0,1.0,19.0,10.0,,,,,,,,,,1.0,7.0,9.0,,,,,,5.0,1.7446
13981752,1,Górnik Zabrze,3110,True,Paweł Olkowski,122833,D,False,90.0,7.4,0.1751,0.0448133,,0.0,1,1.0,,57.0,34.0,25.0,2.0,7.0,4.0,6.0,1.0,8.0,4.0,1.0,4.0,3.0,1.0,,1.0,4.0,14.0,,1.0,,,,,
13981752,1,Górnik Zabrze,3110,True,Rafał Janicki,133544,D,False,90.0,7.0,0.0713,0.00764144,,0.0,1,1.0,,64.0,50.0,44.0,1.0,3.0,,,,7.0,,4.0,,2.0,,,5.0,4.0,7.0,,1.0,,,,,
13981752,1,Górnik Zabrze,3110,True,Josema,826668,D,False,90.0,7.3,0.0642,0.0952947,,0.0,1,,,75.0,56.0,53.0,,9.0,8.0,,,6.0,3.0,1.0,1.0,2.0,2.0,,6.0,4.0,6.0,,3.0,,,,,
13981752,1,Górnik Zabrze,3110,True,Erik Janža,124590,D,False,90.0,6.4,0.0806,0.608427,,0.0,1,,,60.0,41.0,35.0,2.0,4.0,2.0,5.0,,1.0,4.0,,,1.0,1.0,,,1.0,13.0,2.0,,,,,,
13981752,1,Górnik Zabrze,3110,True,Patrik Hellebrand,865794,M,False,89.0,6.6,0.0277,0.013341,,0.0,1,1.0,,76.0,68.0,63.0,,4.0,3.0,,,2.0,3.0,1.0,,1.0,1.0,,,4.0,9.0,,,,,,,
13981752,1,Górnik Zabrze,3110,True,Taofeek Ismaheel,985403,M,False,89.0,7.1,0.3139,0.0351222,,0.0,4,3.0,1.0,45.0,24.0,23.0,1.0,1.0,,3.0,1.0,3.0,6.0,,2.0,,,1.0,,4.0,9.0,,2.0,,,,,
13981752,1,Górnik Zabrze,3110,True,Young-jun Goh,1025779,M,False,45.0,6.4,,0.011647,,0.0,0,,,21.0,12.0,9.0,,,,,,1.0,8.0,,2.0,,,,,,7.0,3.0,,,,,,
13981752,1,Górnik Zabrze,3110,True,Jarosław Kubicki,559968,M,False,90.0,8.1,0.684,0.249913,1.0,0.0,1,,1.0,53.0,39.0,35.0,3.0,2.0,1.0,5.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,,4.0,9.0,,,,,,,
13981752,1,Górnik Zabrze,3110,True,Kamil Lukoszek,1046218,M,False,79.0,7.5,0.2225,0.048779,1.0,0.0,4,1.0,1.0,43.0,28.0,23.0,,,,1.0,,2.0,2.0,,,,,,,1.0,10.0,,1.0,,,,,
13981752,1,Górnik Zabrze,3110,True,Theodoros Tsirigotis,1195293,F,False,78.0,7.3,0.5856,0.0126235,,1.0,5,2.0,2.0,21.0,8.0,6.0,1.0,1.0,,1.0,,3.0,4.0,1.0,2.0,,,,,1.0,6.0,,1.0,,,,,
13981752,1,Górnik Zabrze,3110,True,Lukáš Ambros,1142171,M,True,45.0,6.8,0.0249,0.0384901,,0.0,1,,1.0,29.0,19.0,16.0,2.0,,,,,3.0,6.0,1.0,1.0,1.0,,1.0,2.0,1.0,4.0,2.0,1.0,,,,,
13981752,1,Górnik Zabrze,3110,True,Sondre Liseth,921442,M,True,12.0,6.5,0.1105,0.00013189,,0.0,1,1.0,,7.0,3.0,2.0,,1.0,1.0,,,,1.0,,,,,,,1.0,3.0,,,,,,,
13981752,1,Górnik Zabrze,3110,True,Lukas Podolski,1367,F,True,11.0,6.9,,0.0612066,,0.0,0,,,12.0,9.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,2.0,1.0,,,,,,,
13981752,1,Górnik Zabrze,3110,True,Kryspin Szcześniak,1022964,D,True,1.0,,,,,0.0,0,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,
13981752,1,Górnik Zabrze,3110,True,Natan Dzięgielewski,1117747,M,True,1.0,,,,,0.0,0,,,2.0,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,
13981752,1,Górnik Zabrze,3110,True,Tomasz Loska,801418,G,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981752,1,Górnik Zabrze,3110,True,Dominik Szala,1423453,D,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981752,1,Górnik Zabrze,3110,True,Maksymilian Pingot,1128460,D,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981752,1,Górnik Zabrze,3110,True,Bastien Donio,1912441,M,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981752,1,Górnik Zabrze,3110,True,Abbati Abdullahi Samaila,1848797,M,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981752,1,Górnik Zabrze,3110,True,Massimo,911956,M,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Bogdan Sarnavskyi,149679,G,False,90.0,7.1,,0.00102271,,0.0,0,,,40.0,29.0,23.0,,10.0,4.0,,,,,,,,,,2.0,5.0,6.0,,,,,,4.0,-0.2653
13981752,1,KS Lechia Gdańsk,7913,False,Alvis Jaunzems,930808,D,False,90.0,6.5,,0.0145461,,0.0,0,,,65.0,43.0,40.0,,4.0,2.0,,,2.0,2.0,,,2.0,1.0,,3.0,1.0,10.0,,,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Bujar Pllana,1005929,D,False,89.0,6.5,0.0477,0.00536429,,0.0,1,1.0,,56.0,50.0,45.0,,6.0,3.0,,,1.0,2.0,,,1.0,1.0,,3.0,3.0,5.0,1.0,,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Elias Olsson,1036092,D,False,71.0,6.8,,0.00123782,,0.0,0,,,54.0,41.0,37.0,,2.0,1.0,,,5.0,1.0,4.0,1.0,1.0,,,10.0,2.0,4.0,,,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Matúš Vojtko,877984,D,False,90.0,6.4,,0.0444207,,0.0,0,,,50.0,36.0,28.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,,,1.0,1.0,,3.0,3.0,12.0,3.0,,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Camilo Mena,1014498,M,False,90.0,7.6,0.3527,0.0851997,,0.0,3,1.0,1.0,42.0,23.0,18.0,1.0,,,1.0,1.0,7.0,2.0,,,1.0,,,,6.0,12.0,,2.0,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Rifet Kapić,841930,M,False,90.0,7.7,0.8467,0.0920977,1.0,0.0,2,1.0,1.0,68.0,54.0,44.0,4.0,3.0,2.0,2.0,1.0,3.0,1.0,,,3.0,2.0,,,5.0,14.0,,,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Ivan Zhelyzko,2551205,M,False,90.0,7.5,0.1164,0.0416737,,0.0,3,2.0,1.0,64.0,45.0,36.0,1.0,5.0,2.0,1.0,1.0,7.0,4.0,3.0,1.0,3.0,2.0,1.0,4.0,,10.0,2.0,1.0,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Tomasz Wójtowicz,1108621,M,False,71.0,6.9,0.0897,0.170069,,0.0,1,,1.0,23.0,15.0,14.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,,,1.0,1.0,,,4.0,3.0,,2.0,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Tomáš Bobček,918481,F,False,71.0,7.0,0.0261,0.0209214,,0.0,1,1.0,,24.0,14.0,11.0,,,,,,4.0,7.0,2.0,5.0,2.0,2.0,,3.0,,5.0,2.0,,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Bogdan Viunnyk,1005387,F,False,45.0,6.7,0.0392,0.00957546,,0.0,2,,1.0,20.0,10.0,7.0,1.0,1.0,,,,1.0,3.0,1.0,,,,1.0,,1.0,6.0,1.0,,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Anton Tsarenko,1142207,M,True,45.0,5.6,0.3805,0.00216533,,0.0,2,1.0,1.0,20.0,11.0,9.0,,,,1.0,,1.0,8.0,,2.0,,,,,2.0,7.0,1.0,,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Maksym Diachuk,1006088,D,True,19.0,6.6,,0.00205317,,0.0,0,,,10.0,8.0,7.0,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Tomasz Neugebauer,1108616,M,True,19.0,6.5,,0.00239659,,0.0,0,,,14.0,11.0,5.0,,1.0,1.0,1.0,,3.0,2.0,2.0,,,,,,1.0,8.0,,1.0,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Dawid Kurminowski,922074,F,True,19.0,6.8,,0.0155545,,0.0,0,,,9.0,5.0,3.0,,,,,,4.0,1.0,2.0,1.0,1.0,,,,,2.0,,1.0,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Kacper Sezonienko,1046316,F,True,1.0,,,0.024863,,0.0,0,,,4.0,3.0,2.0,,,,,,2.0,,1.0,,,,,,1.0,1.0,,1.0,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Szymon Weirauch,1142001,G,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Miłosz Kałahur,843379,D,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Bartosz Brzęk,1211027,D,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Karl Wendt,1503781,M,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Michal Głogowski,1500297,F,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981752,1,KS Lechia Gdańsk,7913,False,Mohamed Awadalla,1169226,F,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981753,1,Motor Lublin,7915,True,Gašper Tratnik,1138163,G,False,90.0,7.1,,0.00523966,,0.0,0,,,38.0,32.0,27.0,,8.0,4.0,,,,,,,,,,,9.0,6.0,,,,,,1.0,0.0813
13981753,1,Motor Lublin,7915,True,Filip Wójcik,844864,D,False,90.0,6.6,,0.0726693,,0.0,0,,,65.0,51.0,42.0,,4.0,1.0,3.0,,4.0,8.0,2.0,1.0,1.0,1.0,,2.0,5.0,14.0,2.0,,,,,,
13981753,1,Motor Lublin,7915,True,Arkadiusz Najemski,845005,D,False,90.0,7.4,0.0973,0.00455795,,0.0,1,1.0,,59.0,40.0,37.0,,4.0,2.0,,,4.0,2.0,2.0,1.0,2.0,1.0,1.0,7.0,3.0,5.0,,,,,,,
13981753,1,Motor Lublin,7915,True,Herve Matthys,318637,D,False,90.0,7.7,0.1011,0.0444113,,0.0,1,1.0,,97.0,85.0,78.0,,6.0,3.0,,,4.0,,4.0,,,,,5.0,5.0,9.0,,,,,,,
13981753,1,Motor Lublin,7915,True,Krystian Palacz,1101200,D,False,90.0,7.2,0.0225,0.0475203,,0.0,1,1.0,,85.0,61.0,51.0,1.0,9.0,3.0,2.0,,3.0,3.0,1.0,2.0,1.0,1.0,,5.0,3.0,16.0,1.0,1.0,,,,,
13981753,1,Motor Lublin,7915,True,Bartosz Wolski,787905,M,False,90.0,7.4,,0.72467,,1.0,0,,,66.0,43.0,37.0,5.0,6.0,4.0,13.0,3.0,2.0,7.0,1.0,,,,,1.0,2.0,21.0,4.0,1.0,,,,,
13981753,1,Motor Lublin,7915,True,Jakub Łabojko,891675,M,False,66.0,6.6,0.0325,0.0118102,,0.0,2,1.0,,43.0,37.0,29.0,,2.0,1.0,,,1.0,1.0,,,,,,2.0,1.0,8.0,,1.0,,,,,
13981753,1,Motor Lublin,7915,True,Michał Król,907506,M,False,66.0,6.6,0.5066,0.3934,,0.0,2,1.0,1.0,21.0,12.0,10.0,1.0,,,2.0,1.0,,3.0,,,,,,,1.0,6.0,1.0,,,,,,
13981753,1,Motor Lublin,7915,True,Mathieu Scalet,913578,M,False,75.0,7.4,0.3195,0.0725078,,0.0,3,1.0,2.0,57.0,38.0,22.0,1.0,1.0,,1.0,,9.0,9.0,3.0,6.0,2.0,1.0,1.0,,2.0,21.0,1.0,3.0,,,,,
13981753,1,Motor Lublin,7915,True,Mbaye Ndiaye,1638174,M,False,89.0,7.7,0.5708,0.193525,1.0,0.0,4,2.0,1.0,40.0,16.0,12.0,2.0,1.0,,5.0,,2.0,4.0,1.0,1.0,,,,1.0,2.0,14.0,3.0,,,,,,
13981753,1,Motor Lublin,7915,True,Christopher Simon,1892375,F,False,45.0,6.7,,0.00270122,,0.0,0,,,13.0,6.0,3.0,,,,1.0,,2.0,3.0,2.0,2.0,,,,1.0,2.0,5.0,,,,,,,
13981753,1,Motor Lublin,7915,True,Renat Dadaşov,836941,F,True,45.0,6.7,0.0508,0.00056738,,0.0,1,,,13.0,8.0,3.0,1.0,,,,,3.0,3.0,2.0,1.0,,,,,1.0,6.0,2.0,1.0,,,,,
13981753,1,Motor Lublin,7915,True,Sergi Samper,797284,M,True,24.0,6.7,,0.00448483,,0.0,0,,,21.0,19.0,18.0,,1.0,1.0,,,,,,,,,,2.0,1.0,1.0,,,,,,,
13981753,1,Motor Lublin,7915,True,Bradly Van Hoeven,856738,M,True,24.0,6.4,0.1229,0.00424252,,0.0,1,,1.0,8.0,3.0,2.0,,,,,,2.0,2.0,,1.0,,,,,,1.0,,2.0,,,,,
13981753,1,Motor Lublin,7915,True,Ivo Rodrigues,190171,M,True,15.0,6.5,0.0943,0.00021848,,0.0,1,,,12.0,6.0,4.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,1.0,1.0,4.0,,1.0,,,,,
13981753,1,Motor Lublin,7915,True,Florian Haxha,1131003,M,True,1.0,,,,,0.0,0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
13981753,1,Motor Lublin,7915,True,Ivan Brkić,359792,G,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981753,1,Motor Lublin,7915,True,Marek Kristián Bartoš,939772,D,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981753,1,Motor Lublin,7915,True,Bright Ede,1978292,D,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981753,1,Motor Lublin,7915,True,Paskal Meyer,1902572,D,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981753,1,Motor Lublin,7915,True,Filip Luberecki,1172640,D,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981753,1,Motor Lublin,7915,True,Paweł Stolarski,256477,D,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981753,1,Motor Lublin,7915,True,Franciszek Lewandowski,2031144,M,True,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981753,1,MZKS Arka Gdynia,5064,False,Damian Węglarz,561132,G,False,90.0,7.0,,0.00361986,,0.0,0,,,38.0,28.0,13.0,,18.0,3.0,,,3.0,,2.0,,,,,2.0,8.0,15.0,,1.0,,,,3.0,-0.0154
13981753,1,MZKS Arka Gdynia,5064,False,Dominick Zator,984453,D,False,45.0,6.8,,0.00686727,,0.0,0,,,38.0,24.0,19.0,1.0,4.0,3.0,1.0,,4.0,,3.0,,1.0,,,3.0,1.0,9.0,,,,,,,
13981753,1,MZKS Arka Gdynia,5064,False,Michał Marcjanik,337989,D,False,90.0,6.9,,0.0175708,,0.0,0,,,45.0,30.0,25.0,,6.0,2.0,,,2.0,4.0,1.0,3.0,,,1.0,10.0,,5.0,1.0,1.0,,,,,
13981753,1,MZKS Arka Gdynia,5064,False,Julien Celestine,886358,D,False,90.0,6.8,,0.00338334,,0.0,0,,,45.0,33.0,27.0,,5.0,1.0,,,1.0,3.0,1.0,1.0,,,,9.0,2.0,7.0,2.0,,,,,,
13981753,1,MZKS Arka Gdynia,5064,False,Dawid Abramowicz,139210,D,False,90.0,7.5,,0.0181321,,0.0,0,,,41.0,24.0,21.0,,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,1.0,1.0,,8.0,1.0,7.0,,,,,,,
13981753,1,MZKS Arka Gdynia,5064,False,Sebastian Kerk,146924,M,False,70.0,6.5,0.0927,0.0416133,,0.0,3,1.0,,44.0,26.0,19.0,,1.0,,7.0,,1.0,3.0,,,,,,1.0,4.0,15.0,1.0,1.0,,,,,
13981753,1,MZKS Arka Gdynia,5064,False,Aurélien Nguiamba,826206,M,False,63.0,6.9,,0.00839755,,0.0,0,,,41.0,27.0,23.0,,1.0,1.0,,,6.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,5.0,,1.0,,,,,
13981753,1,MZKS Arka Gdynia,5064,False,Alassane Sidibe,997143,M,False,90.0,6.6,,0.00707611,,0.0,0,,,26.0,17.0,15.0,,2.0,2.0,,,3.0,4.0,,2.0,,,,,1.0,4.0,1.0,2.0,,,,,
