match_id,round,date,home_team,home_id,away_team,away_id,home_score,away_score,venue,city,referee,result,home_xg,away_xg,home_possession,away_possession,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_big_chances,away_big_chances,home_big_chances_missed,away_big_chances_missed,home_corners,away_corners,home_passes,away_passes,home_accurate_passes,away_accurate_passes,home_fouls,away_fouls,home_tackles,away_tackles,home_interceptions,away_interceptions,home_recoveries,away_recoveries,home_touches_in_box,away_touches_in_box,home_final_third_entries,away_final_third_entries,home_yellow_cards,away_yellow_cards,home_gk_saves,away_gk_saves,home_goals_prevented,away_goals_prevented
14051696,2,2025-07-28,GKS Katowice,3112,Zagłębie Lubin,3113,2,2,Arena Katowice,Katowice,Marcin Szczerbowicz,D,1.24,2.28,56,44,18,20,8,3,1.0,3.0,1.0,1.0,14,8,311,248,229,177,9,16,13,7,6,8,35,31,38,33,33,47,1.0,1.0,0,6,-0.2538,-0.6848
13981751,3,2025-08-01,Wisła Płock,3122,Piast Gliwice,7918,2,0,Stadion im. Kazimierza Gorskiego,Plock,Patryk Gryckiewicz,H,1.19,0.29,30,70,9,6,3,1,1.0,0.0,,,8,6,250,600,193,542,10,11,15,4,5,7,34,31,24,15,36,77,3.0,5.0,1,2,0.0198,-1.1398
13981756,3,2025-08-02,Bruk-Bet Termalica Nieciecza,36851,Pogoń Szczecin,3117,1,1,Stadion Bruk-Bet,Nieciecza,Piotr Rzucidlo,D,1.95,1.04,42,58,16,12,7,2,4.0,3.0,3.0,3.0,6,9,339,453,254,383,8,14,9,10,5,9,37,46,23,20,54,43,0.0,2.0,1,6,-0.0944,0.5207
13981758,3,2025-08-01,Zagłębie Lubin,3113,MKS Korona Kielce,5065,1,1,KGHM Zagłębie Arena,Lubin,Wojciech Myc,D,0.49,1.58,46,54,8,17,2,5,0.0,1.0,0.0,1.0,7,8,309,372,222,285,15,19,22,13,6,13,39,39,22,40,39,73,2.0,2.0,4,2,0.2443,-0.0106
13981762,3,2025-08-03,Legia Warszawa,3106,MZKS Arka Gdynia,5064,0,0,Stadion Wojska Polskiego w Warszawie,Warsaw,Piotr Lasyk,D,1.85,0.66,63,37,20,6,3,0,4.0,2.0,4.0,2.0,13,4,473,284,388,213,19,13,9,15,7,10,38,27,44,10,70,38,3.0,3.0,0,3,0.0,0.9184
13981763,3,2025-08-02,Widzew Łódź,3115,GKS Katowice,3112,3,0,Stadion Widzewa Łódź,Lodz,Bartosz Frankowski,H,1.72,1.09,43,57,21,8,4,3,3.0,1.0,2.0,1.0,8,6,274,364,206,297,6,7,21,13,4,5,41,39,33,13,29,50,4.0,2.0,3,2,0.646,-1.6192
13981769,3,2025-08-02,Lech Poznań,3121,Górnik Zabrze,3110,2,1,Enea Poznań,Poznan,Szymon Marciniak,H,1.6,0.49,56,44,12,12,5,1,2.0,0.0,,,6,8,525,414,446,341,9,5,12,13,5,5,39,46,19,13,66,40,2.0,1.0,0,3,-0.6461,0.1611
13981771,3,2025-08-03,Radomiak Radom,7295,Raków Częstochowa,35268,3,1,Stadion im. Braci Czachorów,Radom,Damian Sylwestrzak,H,2.39,0.84,36,64,12,11,6,5,4.0,3.0,3.0,2.0,1,7,243,414,178,338,20,14,15,15,5,6,28,29,25,40,30,63,3.0,3.0,4,3,-0.3531,0.7812
13981772,3,2025-08-03,Cracovia,4901,KS Lechia Gdańsk,7913,2,2,Marshal Jozef Pilsudski Stadium,Kraków,Mateusz Piszczelok,D,2.99,0.58,56,44,20,12,6,2,6.0,1.0,4.0,0.0,5,4,424,335,336,249,13,13,19,12,9,9,41,40,32,26,59,50,3.0,2.0,0,4,-1.1975,1.3613
15028170,3,2025-12-14,Motor Lublin,7915,Jagiellonia Białystok,7691,1,1,Arena Lublin,Lublin,Tomasz Kwiatkowski,D,2.0,1.7,49,51,16,21,1,7,4.0,3.0,3.0,2.0,5,7,366,386,283,316,14,8,29,18,8,8,57,52,32,36,33,57,2.0,1.0,6,0,1.8883,-0.2803
13981764,4,2025-08-09,MZKS Arka Gdynia,5064,Pogoń Szczecin,3117,2,1,Stadion GOSiR,Gdynia,Szymon Marciniak,H,0.48,2.01,44,56,11,13,5,3,0.0,3.0,0.0,2.0,6,5,314,399,254,324,13,14,15,13,9,2,37,42,11,24,42,35,3.0,3.0,2,3,0.2269,-0.1303
13981768,4,2025-08-10,Legia Warszawa,3106,GKS Katowice,3112,3,1,Stadion Wojska Polskiego w Warszawie,Warsaw,Damian Kos,H,1.83,0.58,58,42,20,7,7,6,4.0,2.0,2.0,1.0,5,7,472,341,374,238,11,13,8,21,12,16,49,39,41,19,63,50,3.0,1.0,5,4,0.2119,0.2308
13981773,4,2025-08-11,KS Lechia Gdańsk,7913,Motor Lublin,7915,3,3,Polsat Plus Arena Gdańsk,Gdansk,Lukasz Kuzma,D,2.66,0.64,53,47,18,14,9,4,6.0,1.0,3.0,0.0,3,8,341,300,250,230,11,12,21,11,8,7,48,54,36,24,62,48,2.0,2.0,1,5,-0.9425,0.036
13981774,4,2025-08-08,Górnik Zabrze,3110,Bruk-Bet Termalica Nieciecza,36851,0,1,Stadion im. Ernesta Pohla,Zabrze,Karol Arys,A,1.69,0.47,62,38,25,7,5,2,3.0,0.0,3.0,0.0,7,2,569,364,487,269,12,15,17,20,9,11,65,59,50,15,71,46,3.0,3.0,1,5,-0.371,1.403
13981776,4,2025-08-08,MKS Korona Kielce,5065,Radomiak Radom,7295,3,0,Exbud Arena,Kielce,Paweł Raczkowski,H,2.21,0.62,43,57,13,7,3,3,3.0,0.0,1.0,0.0,2,5,315,428,248,355,15,16,15,19,9,8,49,38,27,20,60,57,5.0,3.0,3,0,0.764,-0.9121
13981777,4,2025-08-10,Jagiellonia Białystok,7691,Cracovia,4901,5,2,Chorten Arena,Bialystok,Patryk Gryckiewicz,H,3.01,2.6,64,36,15,12,8,4,3.0,4.0,0.0,2.0,10,5,492,280,413,202,14,17,8,19,9,9,44,41,32,15,62,44,2.0,3.0,2,3,-0.0031000000000001,-1.5593
13981779,4,2025-08-09,Widzew Łódź,3115,Wisła Płock,3122,1,1,Stadion Widzewa Łódź,Lodz,Tomasz Kwiatkowski,D,0.86,0.7,61,39,15,5,6,1,0.0,2.0,0.0,1.0,5,0,498,322,424,236,7,12,14,18,10,10,56,52,29,7,47,46,2.0,3.0,0,5,-0.0973,0.6068
15028166,4,2025-12-14,Raków Częstochowa,35268,Zagłębie Lubin,3113,0,1,Miejski Stadion Piłkarski Raków w Częstochowie,Czestochowa,Paweł Raczkowski,A,0.9,1.71,56,44,13,15,3,5,0.0,5.0,0.0,4.0,1,1,400,321,299,217,11,21,7,15,8,5,44,55,26,17,78,41,2.0,4.0,3,3,0.3867,0.2093
15224906,4,2026-02-03,Piast Gliwice,7918,Lech Poznań,3121,1,0,Stadion Miejski w Gliwicach,Gliwice,Jaroslaw Przybyl,H,1.87,2.8,48,52,14,23,3,6,3.0,5.0,2.0,5.0,3,9,363,397,285,306,10,9,9,13,8,7,47,48,38,44,48,50,1.0,2.0,6,2,1.3228,0.0564
13981780,5,2025-08-17,Wisła Płock,3122,Legia Warszawa,3106,1,0,Stadion im. Kazimierza Gorskiego,Plock,Lukasz Kuzma,H,0.6,1.15,34,66,10,23,5,3,1.0,1.0,0.0,1.0,3,9,331,603,250,532,5,9,15,16,8,5,50,58,10,41,38,112,0.0,1.0,3,4,0.577,0.2509
